State,Hospital Name,URL,Established,Construction Began,Opened,Current Status,Building Style,Architect(s),Alternate Names,Raw Text,Closed,Location,Architecture Style,Peak Patient Population,year_opened_LLM,year_closed_LLM,number_of_beds_LLM,number_of_patients_LLM,peak_patient_population_LLM,hand_check_flag_LLM
Oklahoma,Choctaw-Chickasaw Tuberculosis Sanatorium,https://www.asylumprojects.org/index.php?title=Choctaw-Chickasaw_Tuberculosis_Sanatorium,1911,,1917,Closed,Single Building,,Talihina Indian Tuberculosis Hospital,"Seeing a rising incidence of tuberculosis in their tribe, the Choctaw Council authorized $50,000[1] for the construction of a sanatorium 3 and 1/2 miles northwest[2] of Talihina, Oklahoma in the Winding Stair Mountains.  It would be located only about half a mile from the Eastern Oklahoma Tuberculosis Sanatorium.  By 1916, the building had remained unfinished and it was contemplated that the hospital would serve general patients as well as tubercular cases despite what had been proposed.  Recommendations from the Bureau of Indian Affairs urged that the site remain as primarily a tuberculosis hospital, not only for the recovery of patients in a location that fit will with contemporary treatment ideas, but also to segregated the infected from the rest of their tribe.  The hospital opened in 1917, and the next year it was home to twenty patients, mostly youths.[3]  It had a projected capacity of sixty patients.
1921 saw many of the same remarks from Bureau of Indian Affairs officials; there were no Choctaw or Chickasaw tribe members on staff, meaning physicians and nurses had difficulty communicating with many of their patients.  It was also still being widely used to house non-TB patients without any separation from each other.[4].  Conditions were similar in 1930 when the superintendent, Dr. William van Cleave, testified to Congress that the sanatorium regularly ""crowd more in"" than its sixty bed capacity.  Patients included syphilis sufferers as well as TB patients.[5]  Throughout the years, the hospital reported difficulty keeping patients through the full treatment regimen.
In 1939, the tribe conveyed the hospital and land to the federal government.[6] 1942 saw the sanatorium allocated $203,604 by the federal government.[7]  This followed up significant New Deal era Public Works Administration spending in the mid-1930s including more than $56,000 in 1934 for conservation and construction work.[8]  With the decline in tuberculosis patients those that remained were moved to state facilities in 1963.[9]",1963,"Talihina, OK",,,1917,1963,60,,,0
Oklahoma,Eastern Oklahoma Tuberculosis Sanatorium,https://www.asylumprojects.org/index.php?title=Eastern_Oklahoma_Tuberculosis_Sanatorium,1919,1921.0,,Active,Cottage Plan,,Eastern Oklahoma State Sanatorium | Oklahoma State Tuberculosis Sanatorium | Oklahoma Veterans Center in Talihina,"In 1919 Oklahoma legislature passed a law authorizing the establishment of 3 state sanatoriums. At this time, $50,000 was allotted for the Negro sanatorium at Boley, $100,000 each for the 2 sanatoriums for whites; Eastern Oklahoma State Tuberculosis Sanatorium at Talihina, and Western Oklahoma State Tuberculosis Sanatorium at Clinton.
Eastern Oklahoma State Tuberculosis Sanatorium was opened November 1, 1921 with facilities for 50 patients. The sanatorium is located 800 ft above Kaimichi Valley, upon Winding Stair Mountain, 3 1/2 miles  NW of the town of Talihina. The buildings in 1921 included the administration building, a wood frame pavilion, and 3 wood frame cottages. The administration building held: on the 1st floor- the general offices, laboratory, drug room, xray room, operating room, examination room, kitchen, and dining room; on the 2nd floor were rooms for the female employees. The pavilion had screened-in porches and private changing rooms, giving the patients fresh mountain air while in bed on sleeping porches.
At the time of opening in 1921, it was generally thought that the principle function of a sanatorium was not so much curative as it was for the isolation of old chronic cases of tuberculosis. Therefore, many of the first admissions were more advanced and hopeless cases.
In 1924 an additional hospital building was built, giving the institution 50 more beds and raising its patient limit to 100; which soon became inadequate for the Eastern half of the state. It was a 2-story, fireproof brick building with patient rooms situated to face South. Each patient had an individual room with hot and cold running water, toilet and linen closet, which opened to a screened-in porch by two French doors. The building also held a new kitchen, pharmacy, treatment room, and 2 general work rooms. 
The sanatorium also had a power house, laundry, recreation building, and steam plant (for heating building and sanitizing operating and cooking utensils.)
Methods used during this time in the treatment of Tuberculosis were artificial pneumothorax (a surgical treatment to collapse the lung by inserting air or nitrogen into the pleural space), heliotherapy (the therapeutic use of sunlight), rest, fresh air, and wholesome food.
The Recreation building was used to teach recovering patients a new vocation suitable for his/her new physical condition, so that he/she may not be a burden on the community when released. Entertainment such as ""moving picture shows"" and plays were also shown once a week in the Recreation building for patients well enough to attend.
In July 1925, the Legislature approriated $45,000 for a new nurses home on the grounds. A 2-story, brick fireproof building, completed April 1926, had a small kitchen & laundry in the basement, as well as a large living room and fireplace on each floor.
In October 1927, construction began on a new service building to be completed in 1928. The new building held a new kitchen, a large dining room for patients, store, cold storage rooms, a large auditorium, and more quarters for employees upstairs.
In November 1928 the EOTS (Eastern Oklahoma Tuberculosis Sanatorium) had a capacity of 100 patients and was caring for 120, with a waiting list of another 100 patients. There were currently no TB hospitals for children in the state and there were estimations of 12,000 Oklahomans in need of TB treatment at the time.
In 1930 a 65-bed children's building was added to the campus and named the Harper Building. The Harper building was 2-stories with a central room and wings on each side. The South wing consisted of sleeping porches while the North of dressing rooms. The central room on the 1st floor was used as a reception room for visitors, a head nurses office, treatment room, dining hall and kitchen. The central room on the 2nd floor held two isolation wards with 4 beds each, two nurses' rooms, a solarium, and a school room for children who had their education interrupted by illness. At the time of building completion, the sanatorium already had a wait list exceeding 65 children.
By 1931 the campus had seen some improvements. A mile long cast iron water main was connected to the main town line at Talihina, a dairy barn boasting 24 milking cows, the administration building was remodeled, shrubs and trees were planted on the lawns with stumps and rocks removed, and sidewalks were layed connecting all buildings. The sanatorium also acquired a new x-ray machine at this time, the first of it's kind made by the General Electric Company.
In 1932, a 3-story infirmary building for women was constructed with an 80-bed capacity. The building was used to take care of more advanced female patients, and also as a receiving ward. It was at this time in 1932 that many evergreen trees were planted among the buildings on campus.
In 1936 a new milk building was constructed, a brick building boasting one of the best milk plants in Oklahoma. The new equipment included a 200-gallon pasteurizing machine. Equipment was also purchased to enable this plant to produce other milk products like butter, cottage cheese, and buttermilk.
In 1937 the largest building to be constructed at EOTS was completed at a cost of $184,000. It was 3-stories, plus a large basement, and added 140 beds to the capacity limit. At the time of completion the waiting list for patients was more than 100 men and more than 100 women. Therefore, immediately after the building was opened it filled to capacity, and the building continuously carried over 160 patients. Each wing of the building was segregated from the other, with men in the East wing and women in the West wing.
There was a large elevator in the middle of the building, and also a motorized dumb waiter for carrying food. It was the first building on campus to have an incinerator connected on each floor for burning items from patients (tissues, napkins, etc.). In the basement was located the refrigeration plant which took care of refrigeration and ice for all buildings. On the 1st floor were the kitchen and dining room for the building, reception and waiting room, nurses office, chart room, and examination room. Throughout the building and in each room there was an electric call system which registered in the halls on each floor and then on the first floor in the nurses office.
By this time, the sanatorium changed from the isolation of old chronic cases of tuberculosis, to a more curative approach. Because there had never been enough room at the sanatorium for all Oklahomans suffering from TB, it was now considered more advisable to admit patients who would only need hospitalized from 9 months - 1 year and would be able to return to the community. Outpatient consultation and diagnostic service became offered to doctors throughout the state. Phrenicneurectomy and Thoracorplasty (a surgical procedure that was originally designed to permanently collapse the cavities of pulmonary tuberculosis by removing the ribs from the chest wall) operations were added to the list of treatments at the sanatorium during this time.
The 1940's saw the introduction of several tuberculosis drugs, as well as better social and economic conditions throughout the nation. The drugs continued to improve, leading to less need for hospitalization and shorter stays when needed.
In 1941 hospitalization for children with primary TB was discontinued, as it was opinion tha they did not require it. In 1948 the Harper children's building was remodeled into employee housing. 
In 1952 two wings were added to the Infirmary building, adding 100-beds to it's capacity. A new dining room and kitchen were added to the building at this time as well.
The 1960's saw the closing of the Indian Sanatorium at Shawnee, the Talihina Indian Tuberculosis Unit, and the tuberculosis unit at Veterans Hospital in Sulpher. In 1972 Western Oklahoma Tuberculosis Sanatorium at Clinton was closed and and all patients were transferred to Eastern. By the only 30 - 40 percent of TB patients needed hospitalization and their average stay was about 90 days.
In 1973 the name of Eastern Oklahoma Tuberculosis Sanatorium was officially changed to Oklahoma State Sanatorium by the state legislature. The sanatorium had a bed capacity of 150 at this time, and most patients admitted were over 50 years old. With the inpatient load continually decreasing at the sanatorium, the State Health Department ordered staff physicians greater responsibility for outpatient care across the state.
By 1975 it was decided to close this Sanatorium due to declining need and advanced treatments. Today the facility houses a VA hospital and some of the original buildings are still standing.",,"Talihina, OK",,,1921,1975,150,,160,0
Oklahoma,Oklahoma Tuberculosis Sanatorium for Colored,https://www.asylumprojects.org/index.php?title=Oklahoma_Tuberculosis_Sanatorium_for_Colored,,,,Active,Cottage Plan,,Boley State Tuberculosis Sanatorium,"During the early part of the 20th century, Boley Oklahoma was one of the wealthiest Negro towns in the US. It boasted the first nationally chartered bank owned by blacks, and its own electric company.[10] The town had over 4,000 residents by 1911, and was the home of two colleges: Creek-Seminole College, and Methodist Episcopal College. The Masonic Lodge was called ""the tallest building between Okmulgee and Oklahoma City,"" when it was built in 1912.[9] Booker T. Washington visited Boley in 1905, and was so impressed that he included Boley in his speeches. Outlaw Pretty Boy Floyd was gunned down by officers here after trying to rob the African American owned Boley Bank.
Originally built on land donated by the town to the state, the sanatorium was completed in 1923. 2 years later in 1925, the sanatorium patients were transferred to a seperate building on the campus of Eastern Oklahoma Tuberculosis Sanatorium in Talihina. The sanatorium was converted into the State Training School for Negro Boys at that time and remained so until 1983 when it was again converted, this time into the present day John Lilley Correctional Center, holding more than 800 inmates.",,"Boley, OK",,,1923,1925,,,,0
Oklahoma,Shawnee Indian Sanatorium,https://www.asylumprojects.org/index.php?title=Shawnee_Indian_Sanatorium,,,1924,Preserved,Cottage Plan,,,"Located 2.5 miles South of Shawnee, Oklahoma. The original building are s
By 1960 the sanitorium had relocated 1 mile South of Shawnee, to a building that was originally built and used as the US Government Shawnee Boarding School.
The world's largest sanatorium for tubercular patients was closed in 1962 and reopened as an Indian Health Clinic until 1979. In 1989 the Absentee Shawnee began using the old sanatorium for their governmental operations. Today there are numerous tribal operations located on the complex grounds.",1962,"Shawnee, OK",,,[None],[1962],[None],[None],[None],1
Oklahoma,Soldiers' Tubercular Sanatorium,https://www.asylumprojects.org/index.php?title=Soldiers%27_Tubercular_Sanatorium,,,,Active,,,Ardmore Soldiers' Tubercular Sanatorium,"The original building was constructed in 1922 at a cost of $384,000, in the Platt National Park in Sulphur, Oklahoma. In additional to caring for Tuberculosis patients, the home provided general medical hospital care including surgery, coronary care and dialysis treatment. Later, those beds were converted to nursing care beds for the elderly.
The grounds eventually grew to hold a 2-story limestone administration building, and several wood framed, cottage-like buildings trimmed in white. Nearby were ample pastures of wild flowers, groves of Elm and Oak, and a large pasture for grazing Buffalo.
The grounds including the original administration building are today used as a Veterans Center.",,"Sulphur, OK",,,1922,,,,,1
Oklahoma,Creating Sunnyside Sanatorium,https://www.asylumprojects.org/index.php?title=Sunnyside_Sanatorium&action=edit&redlink=1,,,,,,,,"You have followed a link to a page that does not exist yet.
To create the page, start typing in the box below (see the help page for more info).
If you are here by mistake, click your browser's back button.
Warning: You are not logged in. Your IP address will be publicly visible if you make any edits. If you log in or create an account, your edits will be attributed to your username, along with other benefits.
Please note that all contributions to Asylum Projects may be edited, altered, or removed by other contributors.
If you do not want your writing to be edited mercilessly, then do not submit it here.
You are also promising us that you wrote this yourself, or copied it from a public domain or similar free resource (see Asylum Projects:Copyrights for details).
Do not submit copyrighted work without permission!
To edit this page, please answer the question that appears below (more info):
In the popular pages menu to the left, what is the word the follows Website?",,,,,,,,,,1
Oklahoma,Western Oklahoma Tuberculosis Sanatorium,https://www.asylumprojects.org/index.php?title=Western_Oklahoma_Tuberculosis_Sanatorium,1921,,1922,Preserved,Cottage Plan,,Clinton Veterans Center (1972),"It was clear that the private sanatorium was not the answer so in 1921, the Oklahoma Legislature established the state's first sanatorium in Talihina. A year later, in 1922, the Western Oklahoma Tuberculosis Sanatorium was established in Clinton and the Soldiers' Tubercular Sanatorium was created in Sulphur, OK. These became the mainstays of tuberculosis treatment in Oklahoma. The City of Clinton donated 100 acres of land one mile south of the city for the Western Oklahoma Tuberculosis Sanatorium which opened April 3, 1922 with beds for 100 patients.
In 1931, the Negro sanatorium at Boley, OK closed and patients were given a separated building at Western State Sanatorium. By the time it closed in 1975, it had grown to 356 beds. The  Clinton Veterans Center now occupies these grounds; few of the WOTS buildings that were in operation are still on the grounds.
The cemetery is located on the Veterans Center property. It was severely overgrown and being used as part of a livestock grazing area. The grave markers are a flat concrete slabs with handmade brass plates attached to them. A group from the Southwestern State University unearthed grave markers with a metal detector in 2012. One marker had no plate attached to it and several graves were unmarked.",1975,"Clinton, OK",,,1922,1975,356,,,0
Oklahoma,Creating Alfalfa County Poor Farm,https://www.asylumprojects.org/index.php?title=Alfalfa_County_Poor_Farm&action=edit&redlink=1,,,,,,,,"You have followed a link to a page that does not exist yet.
To create the page, start typing in the box below (see the help page for more info).
If you are here by mistake, click your browser's back button.
Warning: You are not logged in. Your IP address will be publicly visible if you make any edits. If you log in or create an account, your edits will be attributed to your username, along with other benefits.
Please note that all contributions to Asylum Projects may be edited, altered, or removed by other contributors.
If you do not want your writing to be edited mercilessly, then do not submit it here.
You are also promising us that you wrote this yourself, or copied it from a public domain or similar free resource (see Asylum Projects:Copyrights for details).
Do not submit copyrighted work without permission!
To edit this page, please answer the question that appears below (more info):
What is the primary background color of the circle in our logo?",,,,,,,,,,1
Oklahoma,Garfield County Poor Farm,https://www.asylumprojects.org/index.php?title=Garfield_County_Poor_Farm,,,,Demolished,,,Garfield County Almshouse,Opened sometime after 1910 - as it is not listed in the 1910 census.,,"1 Mi South of Owen K Garriott Rd & 16th St., Enid OK",,,,,,,,1
Oklahoma,Beaver County Poor Farm,https://www.asylumprojects.org/index.php?title=Beaver_County_Poor_Farm,,,,Closed,Single Building,,Beaver County Almshouse | Beaver County Poor House,,,"Beaver, OK",,,,,,,,1
Oklahoma,Blaine County Almshouse,https://www.asylumprojects.org/index.php?title=Blaine_County_Almshouse,,,,Closed,Single Building,,Blaine County Poor Farm | Blaine County Poor House,,,"Watonga, OK",,,,,,,,1
Oklahoma,Caddo County Poor Farm,https://www.asylumprojects.org/index.php?title=Caddo_County_Poor_Farm,,,,Demolished,,,Caddo County Almshouse | Caddo County Farm,,,"Anadarko, OK",,,,,,,,1
Oklahoma,Canadian County Almshouse,https://www.asylumprojects.org/index.php?title=Canadian_County_Almshouse,,,,Closed,Single Building,,Canadian County Poor Farm | Canadian County Poor House,,,"El Reno, OK",,,,,,,,1
Oklahoma,Creating Carter County Poor Farm,https://www.asylumprojects.org/index.php?title=Carter_County_Poor_Farm&action=edit&redlink=1,,,,,,,,"You have followed a link to a page that does not exist yet.
To create the page, start typing in the box below (see the help page for more info).
If you are here by mistake, click your browser's back button.
Warning: You are not logged in. Your IP address will be publicly visible if you make any edits. If you log in or create an account, your edits will be attributed to your username, along with other benefits.
Please note that all contributions to Asylum Projects may be edited, altered, or removed by other contributors.
If you do not want your writing to be edited mercilessly, then do not submit it here.
You are also promising us that you wrote this yourself, or copied it from a public domain or similar free resource (see Asylum Projects:Copyrights for details).
Do not submit copyrighted work without permission!
To edit this page, please answer the question that appears below (more info):
In the locations menu to the left, what is the sixth country up from the bottom?",,,,,,,,,,1
Oklahoma,Choctaw County Poor Farm,https://www.asylumprojects.org/index.php?title=Choctaw_County_Poor_Farm,,,,Demolished,,,Choctaw County Farm | Choctaw County Home,"The Choctaw County Poor Farm Cemetery is located of northwest of Goodland, Oklahoma and southwest of Hugo, Oklahoma. There are no markers and no known record of burials.",,"Near Goodland, OK",,,,,,,,1
Oklahoma,Creating Cimarron County Poor Farm,https://www.asylumprojects.org/index.php?title=Cimarron_County_Poor_Farm&action=edit&redlink=1,,,,,,,,"You have followed a link to a page that does not exist yet.
To create the page, start typing in the box below (see the help page for more info).
If you are here by mistake, click your browser's back button.
Warning: You are not logged in. Your IP address will be publicly visible if you make any edits. If you log in or create an account, your edits will be attributed to your username, along with other benefits.
Please note that all contributions to Asylum Projects may be edited, altered, or removed by other contributors.
If you do not want your writing to be edited mercilessly, then do not submit it here.
You are also promising us that you wrote this yourself, or copied it from a public domain or similar free resource (see Asylum Projects:Copyrights for details).
Do not submit copyrighted work without permission!
To edit this page, please answer the question that appears below (more info):
In the navigation menu to the left what is the second word of the fourth link from the top?",,,,,,,,,,1
Oklahoma,Creating Cleveland County Poor House,https://www.asylumprojects.org/index.php?title=Cleveland_County_Poor_House&action=edit&redlink=1,,,,,,,,"You have followed a link to a page that does not exist yet.
To create the page, start typing in the box below (see the help page for more info).
If you are here by mistake, click your browser's back button.
Warning: You are not logged in. Your IP address will be publicly visible if you make any edits. If you log in or create an account, your edits will be attributed to your username, along with other benefits.
Please note that all contributions to Asylum Projects may be edited, altered, or removed by other contributors.
If you do not want your writing to be edited mercilessly, then do not submit it here.
You are also promising us that you wrote this yourself, or copied it from a public domain or similar free resource (see Asylum Projects:Copyrights for details).
Do not submit copyrighted work without permission!
To edit this page, please answer the question that appears below (more info):
In the toolbox menu to the left what is the second word in the third link from top?",,,,,,,,,,1
Oklahoma,Creating Comanche County Poor House,https://www.asylumprojects.org/index.php?title=Comanche_County_Poor_House&action=edit&redlink=1,,,,,,,,"You have followed a link to a page that does not exist yet.
To create the page, start typing in the box below (see the help page for more info).
If you are here by mistake, click your browser's back button.
Warning: You are not logged in. Your IP address will be publicly visible if you make any edits. If you log in or create an account, your edits will be attributed to your username, along with other benefits.
Please note that all contributions to Asylum Projects may be edited, altered, or removed by other contributors.
If you do not want your writing to be edited mercilessly, then do not submit it here.
You are also promising us that you wrote this yourself, or copied it from a public domain or similar free resource (see Asylum Projects:Copyrights for details).
Do not submit copyrighted work without permission!
To edit this page, please answer the question that appears below (more info):
In the toolbox menu to the left what is the second word in the third link from top?",,,,,,,,,,1
Oklahoma,Creating Craig County Poor Farm,https://www.asylumprojects.org/index.php?title=Craig_County_Poor_Farm&action=edit&redlink=1,,,,,,,,"You have followed a link to a page that does not exist yet.
To create the page, start typing in the box below (see the help page for more info).
If you are here by mistake, click your browser's back button.
Warning: You are not logged in. Your IP address will be publicly visible if you make any edits. If you log in or create an account, your edits will be attributed to your username, along with other benefits.
Please note that all contributions to Asylum Projects may be edited, altered, or removed by other contributors.
If you do not want your writing to be edited mercilessly, then do not submit it here.
You are also promising us that you wrote this yourself, or copied it from a public domain or similar free resource (see Asylum Projects:Copyrights for details).
Do not submit copyrighted work without permission!
To edit this page, please answer the question that appears below (more info):
In the navigation menu to the left what is the second word of the fourth link from the top?",,,,,,,,,,1
Oklahoma,Creek County Poor Farm,https://www.asylumprojects.org/index.php?title=Creek_County_Poor_Farm,,,,Demolished,,,Creek County Almshouse | Creek County Farm,"There is a small cemetery located SW of Bristow on Hwy 66 for the Poor Farm. This cemetery has recently had all 77 wood crosses replaced with white steel crosses, thanks to a Bristow Boy Scouts.",,,,,,,,,,1
Oklahoma,Creating Custer County Poor Farm,https://www.asylumprojects.org/index.php?title=Custer_County_Poor_Farm&action=edit&redlink=1,,,,,,,,"You have followed a link to a page that does not exist yet.
To create the page, start typing in the box below (see the help page for more info).
If you are here by mistake, click your browser's back button.
Warning: You are not logged in. Your IP address will be publicly visible if you make any edits. If you log in or create an account, your edits will be attributed to your username, along with other benefits.
Please note that all contributions to Asylum Projects may be edited, altered, or removed by other contributors.
If you do not want your writing to be edited mercilessly, then do not submit it here.
You are also promising us that you wrote this yourself, or copied it from a public domain or similar free resource (see Asylum Projects:Copyrights for details).
Do not submit copyrighted work without permission!
To edit this page, please answer the question that appears below (more info):
In the toolbox menu to the left what is the second word in the third link from top?",,,,,,,,,,1
Oklahoma,Grady County Almshouse,https://www.asylumprojects.org/index.php?title=Grady_County_Almshouse,,,,Demolished,Farmhouse,,Grady County Poor House,"Located just northwest of what was then the main Chickasha township along Highway 62, just west of the Highway 81 JCT.",,NW of Chickasha,,,,,,,,1
Oklahoma,Creating Haskell County Poor House,https://www.asylumprojects.org/index.php?title=Haskell_County_Poor_House&action=edit&redlink=1,,,,,,,,"You have followed a link to a page that does not exist yet.
To create the page, start typing in the box below (see the help page for more info).
If you are here by mistake, click your browser's back button.
Warning: You are not logged in. Your IP address will be publicly visible if you make any edits. If you log in or create an account, your edits will be attributed to your username, along with other benefits.
Please note that all contributions to Asylum Projects may be edited, altered, or removed by other contributors.
If you do not want your writing to be edited mercilessly, then do not submit it here.
You are also promising us that you wrote this yourself, or copied it from a public domain or similar free resource (see Asylum Projects:Copyrights for details).
Do not submit copyrighted work without permission!
To edit this page, please answer the question that appears below (more info):
What is the primary background color of the circle in our logo?",,,,,,,,,,1
Oklahoma,Creating Grant County Poor Farm,https://www.asylumprojects.org/index.php?title=Grant_County_Poor_Farm&action=edit&redlink=1,,,,,,,,"You have followed a link to a page that does not exist yet.
To create the page, start typing in the box below (see the help page for more info).
If you are here by mistake, click your browser's back button.
Warning: You are recreating a page that was previously deleted.
You should consider whether it is appropriate to continue editing this page.
The deletion and move log for this page are provided here for convenience:
Warning: You are not logged in. Your IP address will be publicly visible if you make any edits. If you log in or create an account, your edits will be attributed to your username, along with other benefits.
Please note that all contributions to Asylum Projects may be edited, altered, or removed by other contributors.
If you do not want your writing to be edited mercilessly, then do not submit it here.
You are also promising us that you wrote this yourself, or copied it from a public domain or similar free resource (see Asylum Projects:Copyrights for details).
Do not submit copyrighted work without permission!
To edit this page, please answer the question that appears below (more info):
In the popular pages menu to the left, what is the word the follows Website?",,,,,,,,,,1
Oklahoma,Creating Kay County Poor House,https://www.asylumprojects.org/index.php?title=Kay_County_Poor_House&action=edit&redlink=1,,,,,,,,"You have followed a link to a page that does not exist yet.
To create the page, start typing in the box below (see the help page for more info).
If you are here by mistake, click your browser's back button.
Warning: You are not logged in. Your IP address will be publicly visible if you make any edits. If you log in or create an account, your edits will be attributed to your username, along with other benefits.
Please note that all contributions to Asylum Projects may be edited, altered, or removed by other contributors.
If you do not want your writing to be edited mercilessly, then do not submit it here.
You are also promising us that you wrote this yourself, or copied it from a public domain or similar free resource (see Asylum Projects:Copyrights for details).
Do not submit copyrighted work without permission!
To edit this page, please answer the question that appears below (more info):
What is the primary background color of the circle in our logo?",,,,,,,,,,1
Oklahoma,Creating Kingfisher County Poor House,https://www.asylumprojects.org/index.php?title=Kingfisher_County_Poor_House&action=edit&redlink=1,,,,,,,,"You have followed a link to a page that does not exist yet.
To create the page, start typing in the box below (see the help page for more info).
If you are here by mistake, click your browser's back button.
Warning: You are not logged in. Your IP address will be publicly visible if you make any edits. If you log in or create an account, your edits will be attributed to your username, along with other benefits.
Please note that all contributions to Asylum Projects may be edited, altered, or removed by other contributors.
If you do not want your writing to be edited mercilessly, then do not submit it here.
You are also promising us that you wrote this yourself, or copied it from a public domain or similar free resource (see Asylum Projects:Copyrights for details).
Do not submit copyrighted work without permission!
To edit this page, please answer the question that appears below (more info):
In the popular pages menu to the left, what is the word the follows Website?",,,,,,,,,,1
Oklahoma,Oklahoma County Almshouse,https://www.asylumprojects.org/index.php?title=Oklahoma_County_Almshouse,,,,Demolished,,,Oklahoma County Poor Farm | Oklahoma County Home,"In 1936 a new modern ward was planned and built to replace the ancient wood frame building at the county poor farm northeast of Oklahoma City.
In 1967 a  County Homes was built at 7401 NW 23rd Street to house 64 people. In 1984 it was still in operation, housing approx. 20 people at time. It was also reported in 1984 that the Home was supported by funds supplied by the County Commissioners office. Most of the inhabitants in this era were temporary stays - with only a handful of residents staying several years.
Over the years, this Almshouse has been used to house the elderly and decrepit, as well as to house juvenile criminal offenders, and as a phyciatric and alcohol treatment center.",,NE of Oklahoma City,,,[1936],[None],[64],[None],[20],0
Oklahoma,Okmulgee County Poor Farm,https://www.asylumprojects.org/index.php?title=Okmulgee_County_Poor_Farm,,,,Demolished,,,Okmulgee County Almshouse,"Information on the internet about County Farms in Oklahoma is difficult to find. However, a reference was stumbled upon which stated the farm was located within the SW/4 of Section 16 in Township 13 North, Range 13 East. This describes a ½ mile square, or 160 acres, located on the northeast corner of 36th street and Mission in Okmulgee. It was not stated how many acres were owned by the county within this 160-acre description. Depending upon the size and type of operation, 20 to 160 acres, would certainly not be unreasonable. Less than 20 acres would seem to be insufficient and more than 160 acres seems large by today’s standards. However, the yield per acre was less then, as compared to now, so 160 acres cannot be discounted.
These Poor Farm buildings can be seen in decades old aerial photographs held by the public library. Now gone, the residents and farm buildings were located about 1/3 mile east of Mission on the north side of 36th street. The main buildings set back about 300 feet from the road. After the buildings were demolished, a residence was constructed about 150 feet southwest of their location and is still in use. [1]
The Okmulgee Cemetery has an area designated for the poor, also known as potter’s field. Other nearby towns have cemeteries with potter’s fields as well. The discovery of a large county-owned potter’s field is not expected based upon what is known, but cannot be ruled out entirely. The Okmulgee Cemetery is only 1.5 miles from the County Farm and could easily have been used for their burials. The Okmulgee Cemetery has been in continuous operation for 111 years.
In 1971 the Genealogical Society of Okmulgee produced their book entitled “Cemetery Records of Okmulgee County Oklahoma”. In it they documented what they referred to as Okmulgee County Cemetery – Potter’s Field. Following is an excerpt: ""A small cemetery grown up to weeds and brush. It is south of Okmulgee Country Club in the SW1/4 section of the SW1/4 of Section 16 R13E T13N. Only 4 marked graves were found but field stones and rusted funeral home markers identified 25 other locations of burial. Names on the 4 marked graves as follows: Baker, Arthur Nov. 1 1876 - July 29 1935 , Baker, Frank L Jan. 13 1880 - Aug. 15 1938 , Meek, John died 3/8/1919 aged 21 y/o (Mortuary record) , Osborn, Ina Apr. 29 1916 - Aug. 17 1933 , Smith, Austin D. Nov. 22 1941 aged 1 day , Winkler, Charles Samuel E. died 10/23/1918 aged 32 y/o (Mortuary record)."" Note that the location given is an area of 40 acres.
In November 2020 an OCGS member noticed a burial card, dating from 1941, which mentioned a man who had been “buried at the Okmulgee county farm”. The name, Frank Grether, led to an obituary which also stated he had lived at the county farm. At 73, he had lived at the farm only 4 months and was ill the entire time. Otherthan being a “transient - sheep farmer from Wyoming”, nothing about him or his family had been mentioned by him prior to his death. 
Another OCGS member in 2020 launches his own campaign to find the ""Potters Field"" cemetery of Okmulgee. He explored the grounds and found 2 additional grave markers, both being metal funeral plaques with sliding letters. The plaques read as follows in 2020 (keep in mind letters may have shifted or fallen off through the years): ""ULIAA SHIN 1919-1936 , DWAIN SMITH 1941-1941"". Although not quite legible both markers appear to be from Buchanan Funeral Home. Interestingly, the 1971 inventory mentioned finding an Austin D. Smith who died in 1941 at age 1 day. Could these be one person named Austin Dwain Smith and the temporary marked grave had a stone added later? No evidence of any stone marker for Austin D Smith was found in 2020.",,"Okmulgee, OK",,,,,,,,1
